  0.444999725    
   0.00000000      -2.40106601E-08
   9.99999978E-03   2.82405782E-02
   1.99999996E-02   4.86986935E-02
   2.99999993E-02   6.71540871E-02
   3.99999991E-02   8.47174376E-02
   4.99999970E-02  0.101796128    
   5.99999987E-02  0.118581399    
   7.00000003E-02  0.135175675    
   7.99999982E-02  0.151638255    
   8.99999961E-02  0.168005273    
   9.99999940E-02  0.184299424    
  0.109999999      0.200535223    
  0.119999997      0.216721967    
  0.129999995      0.232865557    
  0.140000001      0.248969585    
  0.149999991      0.265036106    
  0.159999996      0.281066090    
  0.170000002      0.297059655    
  0.179999992      0.313016385    
  0.189999998      0.328935415    
  0.199999988      0.344815493    
  0.209999993      0.360655189    
  0.219999999      0.376452774    
  0.229999989      0.392206252    
  0.239999995      0.407913536    
  0.250000000      0.423572302    
  0.259999990      0.439180106    
  0.269999981      0.454734236    
  0.280000001      0.470231831    
  0.289999992      0.485669792    
  0.299999982      0.501044810    
  0.310000002      0.516353369    
  0.319999993      0.531591535    
  0.329999983      0.546755314    
  0.340000004      0.561840117    
  0.349999994      0.576841056    
  0.359999985      0.591752827    
  0.370000005      0.606569350    
  0.379999995      0.621283472    
  0.389999986      0.635886133    
  0.399999976      0.650363326    
  0.409999996      0.664689064    
  0.419999987      0.678803861    
  0.429999977      0.692555547    
  0.439999998      0.705529153    
  0.449999988      0.716556013    
  0.459999979      0.722245276    
  0.469999999      0.712405384    
  0.479999989      0.657953501    
  0.489999980      0.480757833    
  0.500000000      -4.14084184E-07
  0.509999990     -0.480758160    
  0.519999981     -0.657953560    
  0.529999971     -0.712405384    
  0.539999962     -0.722245276    
  0.550000012     -0.716556013    
  0.560000002     -0.705529153    
  0.569999993     -0.692555547    
  0.579999983     -0.678803861    
  0.589999974     -0.664689064    
  0.599999964     -0.650363326    
  0.610000014     -0.635886133    
  0.620000005     -0.621283472    
  0.629999995     -0.606569290    
  0.639999986     -0.591752768    
  0.649999976     -0.576840997    
  0.659999967     -0.561840057    
  0.669999957     -0.546755254    
  0.680000007     -0.531591535    
  0.689999998     -0.516353309    
  0.699999988     -0.501044810    
  0.709999979     -0.485669792    
  0.719999969     -0.470231831    
  0.729999959     -0.454734236    
  0.740000010     -0.439180106    
  0.750000000     -0.423572302    
  0.759999990     -0.407913536    
  0.769999981     -0.392206252    
  0.779999971     -0.376452774    
  0.789999962     -0.360655189    
  0.799999952     -0.344815493    
  0.810000002     -0.328935415    
  0.819999993     -0.313016385    
  0.829999983     -0.297059655    
  0.839999974     -0.281066090    
  0.849999964     -0.265036106    
  0.859999955     -0.248969585    
  0.870000005     -0.232865542    
  0.879999995     -0.216721967    
  0.889999986     -0.200535208    
  0.899999976     -0.184299424    
  0.909999967     -0.168005273    
  0.919999957     -0.151638255    
  0.930000007     -0.135175675    
  0.939999998     -0.118581399    
  0.949999988     -0.101796128    
  0.959999979      -8.47174376E-02
  0.969999969      -6.71540946E-02
  0.979999959      -4.86987047E-02
  0.989999950      -2.82405987E-02
